Unnamed: 0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,II_1,II_2,II_3,II_4,II_5,II_6,II_7,II_8,II_9,II_10,II_11,II_12,II_13,II_14,II_15,II_16,II_17,II_18,II_19,II_20,II_21,II_22,II_23,II_24,II_25,II_26,II_27,II_28,II_29,II_30,III_1,III_2,III_3,III_4,III_5,III_6,III_7,III_8,III_9,III_10,III_11,III_12,III_13,III_14,III_15,III_16,III_17,III_18,III_19,III_20
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,1,1,1
