Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Thom_Hung Score,Thom_Hung Stocks,Thom_Hung Stocks Const,Thom_Hung Open,Thom_Hung Noble,Thom_Hung Upsite Down,QueenOfGame Score,QueenOfGame Stocks,QueenOfGame Stocks Const,QueenOfGame Open,QueenOfGame Noble,QueenOfGame Upsite Down,KING Score,KING Stocks,KING Stocks Const,KING Open,KING Noble,KING Upsite Down,KingOfDestruction Score,KingOfDestruction Stocks,KingOfDestruction Stocks Const,KingOfDestruction Open,KingOfDestruction Noble,KingOfDestruction Upsite Down
"{'red': 3, 'blue': 1, 'green': 0, 'white': 4, 'black': 4, 'auto_color': 5}","['I_21', 'I_39', 'I_31', 'I_36']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_3', 'I_8', 'I_34', 'I_16', 'I_27', 'I_23', 'I_14', 'I_17', 'I_12', 'I_6', 'I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 3, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}","['I_15', 'I_18']",[],[],4,"{'red': 1, 'blue': 2, 'green': 3, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","['III_10', 'I_29']",[],"['II_7', 'III_3']",0,"{'red': 2, 'blue': 0, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 1}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4']",[],[],2,"{'red': 1, 'blue': 4, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_27', 'I_1', 'I_9']",[],[]
"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 2, 'auto_color': 5}","['I_21', 'I_39', 'I_3', 'I_36']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_8', 'I_34', 'I_16', 'I_27', 'I_23', 'I_14', 'I_17', 'I_12', 'I_6', 'I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 4, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}","['I_15', 'I_18']",[],[],4,"{'red': 2, 'blue': 2, 'green': 3, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","['III_10', 'I_29']",[],"['II_7', 'III_3']",0,"{'red': 3, 'blue': 1, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 1}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4']",[],[],2,"{'red': 0, 'blue': 4, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['II_27', 'I_1', 'I_9', 'I_31']",[],[]
"{'red': 4, 'blue': 1, 'green': 1, 'white': 0, 'black': 3, 'auto_color': 5}","['I_21', 'I_16', 'I_3', 'I_36']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_27', 'I_23', 'I_14', 'I_17', 'I_12', 'I_6', 'I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0}","['I_15', 'I_18', 'I_8']",[],[],4,"{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34']",[],"['II_7', 'III_3']",0,"{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39']",[],[],2,"{'red': 1, 'blue': 4, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['II_27', 'I_1', 'I_9', 'I_31']",[],[]
"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 3, 'auto_color': 4}","['I_21', 'I_23', 'I_27', 'I_36']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_14', 'I_17', 'I_12', 'I_6', 'I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 4, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0}","['I_15', 'I_18', 'I_8']",[],[],4,"{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34']",[],"['II_7', 'III_3', 'I_16']",0,"{'red': 1, 'blue': 2, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39']",[],[],2,"{'red': 0, 'blue': 4, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 1}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3']",[],[]
"{'red': 4, 'blue': 0, 'green': 0, 'white': 3, 'black': 3, 'auto_color': 5}","['I_21', 'I_14', 'I_17', 'I_36']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_12', 'I_6', 'I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27']",[],[],5,"{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34', 'I_16']",[],"['II_7', 'III_3']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 2, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23']",[],[],2,"{'red': 1, 'blue': 5, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 1}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3']",[],[]
"{'red': 3, 'blue': 0, 'green': 0, 'white': 3, 'black': 1, 'auto_color': 5}","['I_21', 'I_12', 'I_17', 'I_6']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_24', 'I_20', 'I_7', 'I_25', 'I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27']",[],[],5,"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 3, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34', 'I_16']",[],"['II_7', 'III_3']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 2, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14']",[],[],2,"{'red': 0, 'blue': 4, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36']",[],[]
"{'red': 4, 'blue': 1, 'green': 0, 'white': 3, 'black': 5, 'auto_color': 5}","['I_21', 'I_25', 'I_17', 'I_20']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_35', 'I_37', 'I_10', 'I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12']",[],[],6,"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7']",[],"['II_7', 'III_3']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6']",[],[],2,"{'red': 0, 'blue': 3, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24']",[],[]
"{'red': 3, 'blue': 2, 'green': 0, 'white': 2, 'black': 5, 'auto_color': 4}","['I_10', 'I_37', 'I_17', 'I_20']","['II_24', 'II_20', 'II_2', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_32', 'I_19', 'I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_11', 'II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 3, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12']",[],[],6,"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7']",[],"['II_7', 'III_3', 'I_35']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21']",[],[],2,"{'red': 0, 'blue': 2, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 2, 'white': 2, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25']",[],[]
"{'red': 3, 'blue': 6, 'green': 0, 'white': 5, 'black': 6, 'auto_color': 5}","['I_10', 'I_19', 'I_17', 'I_20']","['II_24', 'II_20', 'II_11', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_13', 'I_38', 'I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",2,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12', 'II_2']",[],[],7,"{'red': 1, 'blue': 0, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 2}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7', 'I_35']",[],"['II_7', 'III_3']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 3}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21', 'I_37']",[],[],2,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 2, 'white': 3, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25', 'I_32']",[],[]
"{'red': 3, 'blue': 3, 'green': 1, 'white': 4, 'black': 5, 'auto_color': 5}","['I_38', 'I_19', 'I_17', 'I_20']","['II_24', 'II_20', 'II_11', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']","['I_11', 'I_28', 'I_2', 'I_22', 'I_40']","['II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",2,"{'red': 2, 'blue': 1, 'green': 0, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12', 'II_2']",[],[],7,"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 2}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7', 'I_35']",[],"['II_7', 'III_3']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 2, 'black': 3}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21', 'I_37', 'I_10']",[],[],2,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 2, 'green': 2, 'white': 3, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25', 'I_32', 'I_13']",[],[]
"{'red': 3, 'blue': 3, 'green': 1, 'white': 5, 'black': 6, 'auto_color': 4}","['I_22', 'I_2', 'I_17', 'I_20']","['II_24', 'II_20', 'II_11', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_5', 'Noble_7', 'Noble_6', 'Noble_10']",['I_40'],"['II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",2,"{'red': 2, 'blue': 1, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12', 'II_2', 'I_19']",[],[],7,"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 2}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7', 'I_35']",[],"['II_7', 'III_3', 'I_28']",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 2, 'black': 4}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21', 'I_37', 'I_10', 'I_38']",[],[],2,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 3, 'green': 2, 'white': 3, 'black': 2}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25', 'I_32', 'I_13', 'I_11']",[],[]
"{'red': 3, 'blue': 3, 'green': 3, 'white': 4, 'black': 5, 'auto_color': 5}","['I_22', 'I_17', 'I_20']","['II_24', 'II_20', 'II_11', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_7', 'Noble_6', 'Noble_10']",[],"['II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",2,"{'red': 3, 'blue': 1, 'green': 0, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12', 'II_2', 'I_19']",[],[],8,"{'red': 1, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 2, 'black': 2}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7', 'I_35', 'I_28']",[],"['II_7', 'III_3']",0,"{'red': 0, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 4, 'white': 2, 'black': 4}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21', 'I_37', 'I_10', 'I_38', 'I_2']",[],[],5,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 3, 'green': 2, 'white': 3, 'black': 3}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25', 'I_32', 'I_13', 'I_11', 'I_40']",['Noble_5'],[]
"{'red': 2, 'blue': 2, 'green': 2, 'white': 3, 'black': 3, 'auto_color': 5}",['I_17'],"['II_24', 'II_20', 'II_11', 'II_17']","['III_15', 'III_20', 'III_4', 'III_9']","['Noble_1', 'Noble_7', 'Noble_6', 'Noble_10']",[],"['II_25', 'II_29', 'II_16', 'II_26', 'II_21', 'II_9', 'II_1', 'II_23', 'II_30', 'II_28', 'II_15', 'II_14', 'II_18', 'II_4', 'II_12', 'II_13', 'II_6', 'II_10', 'II_8', 'II_19', 'II_22', 'II_5', 'II_3']","['III_7', 'III_5', 'III_2', 'III_11', 'III_16', 'III_1', 'III_6', 'III_17', 'III_18', 'III_14', 'III_19', 'III_13', 'III_12', 'III_8']","['Noble_2', 'Noble_3', 'Noble_4', 'Noble_9', 'Noble_8']",2,"{'red': 4, 'blue': 1, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 0}","['I_15', 'I_18', 'I_8', 'I_27', 'I_12', 'II_2', 'I_19']",[],[],8,"{'red': 1, 'blue': 3, 'green': 1, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 2, 'black': 2}","['III_10', 'I_29', 'I_34', 'I_16', 'I_7', 'I_35', 'I_28']",[],"['II_7', 'III_3']",0,"{'red': 0, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 3, 'blue': 2, 'green': 4, 'white': 2, 'black': 4}","['I_33', 'I_30', 'I_5', 'I_26', 'I_4', 'I_39', 'I_23', 'I_14', 'I_6', 'I_21', 'I_37', 'I_10', 'I_38', 'I_2', 'I_22']",[],[],5,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 3, 'green': 2, 'white': 3, 'black': 3}","['II_27', 'I_1', 'I_9', 'I_31', 'I_3', 'I_36', 'I_24', 'I_25', 'I_32', 'I_13', 'I_11', 'I_40', 'I_20']",['Noble_5'],[]
