Action
Lượt: 1 Hoang Get UpsiteDown id =II_5
Lượt: 1 Thao12345 Get One stock: red
Lượt: 1 Trang Get One stock: red
"Lượt: 1 Hieu Get three stock: red,blue,green."
Lượt: 2 Hoang Get UpsiteDown id =III_1
"Lượt: 2 Thao12345 Get three stock: red,black,white."
Lượt: 2 Trang Get One stock: blue
"Lượt: 2 Hieu Get three stock: red,blue,green."
Lượt: 3 Hoang Get One stock: green
"Lượt: 3 Thao12345 Get three stock: black,white,blue."
Lượt: 3 Trang Get One stock: white
"Lượt: 3 Hieu Get three stock: blue,green,white."
"Lượt: 4 Hoang Get three stock: blue,green,black."
"Lượt: 4 Thao12345 Get three stock: black,white,green. Return stock: red:1"
"Lượt: 4 Trang Get three stock: red,white,black."
Lượt: 4 Hieu Get Card = I_40
Lượt: 5 Hoang Get Card = II_5
Lượt: 5 Thao12345 Get UpsiteDown id =I_12 Return stock: red:1
Lượt: 5 Trang Get Card = I_30
Lượt: 5 Hieu Get Card = I_26
"Lượt: 6 Hoang Get three stock: red,blue,green."
Lượt: 6 Thao12345 Get UpsiteDown id =I_18 Return stock: red:1
Lượt: 6 Trang Get UpsiteDown id =III_20
"Lượt: 6 Hieu Get three stock: red,blue,green."
"Lượt: 7 Hoang Get three stock: red,blue,green."
Lượt: 7 Thao12345 Get Card = II_14
Lượt: 7 Trang Get UpsiteDown id =III_18
"Lượt: 7 Hieu Get three stock: red,green,white."
Lượt: 8 Hoang Get UpsiteDown id =II_6
"Lượt: 8 Thao12345 Get three stock: green,black,white."
Lượt: 8 Trang Get UpsiteDown id =I_35
Lượt: 8 Hieu Get Card = I_33
"Lượt: 9 Hoang Get three stock: red,green,black. Return stock: blue:2"
"Lượt: 9 Thao12345 Get three stock: black,red,blue."
Lượt: 9 Trang Get Card = I_35
Lượt: 9 Hieu Get Card = I_6
"Lượt: 10 Hoang Get three stock: red,blue,green. Return stock: red:3"
Lượt: 10 Thao12345 Get Card = I_25
Lượt: 10 Trang Get One stock: red
"Lượt: 10 Hieu Get three stock: red,blue,green."
Lượt: 11 Hoang Get Card = II_6
Lượt: 11 Thao12345 Get One stock: green
"Lượt: 11 Trang Get three stock: red,black,blue."
"Lượt: 11 Hieu Get three stock: blue,green,white."
Lượt: 12 Hoang Get UpsiteDown id =II_16
"Lượt: 12 Thao12345 Get three stock: blue,green,black."
"Lượt: 12 Trang Get three stock: red,black,blue."
Lượt: 12 Hieu Get Card = I_29
Lượt: 13 Hoang Get UpsiteDown id =II_8
Lượt: 13 Thao12345 Get Card = I_11
Lượt: 13 Trang Get UpsiteDown id =I_19 Return stock: red:1
"Lượt: 13 Hieu Get three stock: red,blue,green."
"Lượt: 14 Hoang Get three stock: blue,green,black."
Lượt: 14 Thao12345 Get Card = I_4
Lượt: 14 Trang Get Card = I_19
Lượt: 14 Hieu Get Card = I_13
Lượt: 15 Hoang Get Card = II_16
"Lượt: 15 Thao12345 Get three stock: blue,green,white."
Lượt: 15 Trang Get UpsiteDown id =I_16
"Lượt: 15 Hieu Get three stock: red,blue,green."
Lượt: 16 Hoang Get UpsiteDown id =II_25
Lượt: 16 Thao12345 Get Card = I_22
Lượt: 16 Trang Get Card = I_16
Lượt: 16 Hieu Get Card = I_1
Lượt: 17 Hoang Get One stock: blue
"Lượt: 17 Thao12345 Get three stock: red,blue,white."
Lượt: 17 Trang Get UpsiteDown id =II_29
"Lượt: 17 Hieu Get three stock: red,blue,green."
"Lượt: 18 Hoang Get three stock: red,blue,black. Return stock: black:1"
Lượt: 18 Thao12345 Get UpsiteDown id =I_5
Lượt: 18 Trang Get Card = II_29
Lượt: 18 Hieu Get Card = I_34
"Lượt: 19 Hoang Get three stock: red,black,white. Return stock: black:3"
"Lượt: 19 Thao12345 Get three stock: black,red,white. Return stock: red:2"
Lượt: 19 Trang Get UpsiteDown id =II_20
Lượt: 19 Hieu Get Card = I_15
"Lượt: 20 Hoang Get three stock: red,black,white. Return stock: red:3"
"Lượt: 20 Thao12345 Get three stock: red,black,white. Return stock: blue:3"
Lượt: 20 Trang Get One stock: red
Lượt: 20 Hieu Get Card = I_32
Lượt: 21 Hoang Get Card = II_25
Lượt: 21 Thao12345 Get Card = II_3
Lượt: 21 Trang Get Card = II_20
"Lượt: 21 Hieu Get three stock: red,blue,green."
Lượt: 22 Hoang Get UpsiteDown id =II_15
Lượt: 22 Thao12345 Get Card = II_23
Lượt: 22 Trang Get UpsiteDown id =II_9
Lượt: 22 Hieu Get Card = I_21
Lượt: 23 Hoang Get One stock: blue
Lượt: 23 Thao12345 Get Card = I_31
Lượt: 23 Trang Get One stock: red
Lượt: 23 Hieu Get Card = I_20
"Lượt: 24 Hoang Get three stock: red,blue,green. Return stock: black:1"
"Lượt: 24 Thao12345 Get three stock: black,white,red."
"Lượt: 24 Trang Get three stock: red,blue,black."
Lượt: 24 Hieu Get Card = I_10Nhan the quy toc id = Noble_5
"Lượt: 25 Hoang Get three stock: red,blue,black. Return stock: red:3"
"Lượt: 25 Thao12345 Get three stock: red,white,black."
"Lượt: 25 Trang Get three stock: red,blue,black."
Lượt: 25 Hieu Get Card = I_24
"Lượt: 26 Hoang Get three stock: red,black,white. Return stock: green:2black:1"
Lượt: 26 Thao12345 Get Card = I_23
"Lượt: 26 Trang Get three stock: red,blue,black."
Lượt: 26 Hieu Get Card = III_12
"Lượt: 27 Hoang Get three stock: red,green,black. Return stock: black:3"
Lượt: 27 Thao12345 Get Card = I_27
"Lượt: 27 Trang Get three stock: red,blue,black."
Lượt: 27 Hieu Get Card = I_8Nhan the quy toc id = Noble_8
"Lượt: 28 Hoang Get three stock: green,black,white. Return stock: red:2green:1"
Lượt: 28 Thao12345 Get One stock: black
"Lượt: 28 Trang Get three stock: red,blue,black."
Lượt: 28 Hieu Get Card = I_36
"Lượt: 29 Hoang Get three stock: red,green,black. Return stock: white:2green:1"
Lượt: 29 Thao12345 Get Card = I_3
"Lượt: 29 Trang Get three stock: red,blue,black."
Lượt: 29 Hieu Get Card = I_38
"Lượt: 30 Hoang Get three stock: red,green,black. Return stock: black:3"
Lượt: 30 Thao12345 Get Card = I_2
"Lượt: 30 Trang Get three stock: red,blue,black."
Lượt: 30 Hieu Get Card = I_14
"Lượt: 31 Hoang Get three stock: green,black,white. Return stock: red:2green:1"
Lượt: 31 Thao12345 Get Card = I_37
"Lượt: 31 Trang Get three stock: red,blue,black."
Lượt: 31 Hieu Get Card = III_9
"Lượt: 32 Hoang Get three stock: red,blue,green. Return stock: green:3"
Lượt: 32 Thao12345 Get Card = I_17
"Lượt: 32 Trang Get three stock: red,blue,black."
Lượt: 32 Hieu Get Card = I_39
Lượt: 33 Hoang Get Card = III_1
Lượt: 33 Thao12345 Get Card = I_28
"Lượt: 33 Trang Get three stock: red,blue,black."
Lượt: 33 Hieu Get Card = III_16Nhan the quy toc id = Noble_9Nhan the quy toc id = Noble_10
