Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang Score,Hoang Stocks,Hoang Stocks Const,Hoang Open,Hoang Noble,Hoang Upsite Down,Trang Score,Trang Stocks,Trang Stocks Const,Trang Open,Trang Noble,Trang Upsite Down,Thao12345 Score,Thao12345 Stocks,Thao12345 Stocks Const,Thao12345 Open,Thao12345 Noble,Thao12345 Upsite Down,Hieu Score,Hieu Stocks,Hieu Stocks Const,Hieu Open,Hieu Noble,Hieu Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","['I_28', 'I_7', 'I_6', 'I_14']","['II_16', 'II_8', 'II_18', 'II_7']","['III_1', 'III_2', 'III_19', 'III_3']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_15', 'I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_27', 'II_22', 'II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_8', 'III_12', 'III_11', 'III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 4, 'green': 6, 'white': 7, 'black': 7, 'auto_color': 4}","['I_28', 'I_7', 'I_6', 'I_14']","['II_16', 'II_8', 'II_18', 'II_27']","['III_1', 'III_2', 'III_19', 'III_3']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_15', 'I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_22', 'II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_8', 'III_12', 'III_11', 'III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],['II_7'],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 2, 'blue': 3, 'green': 3, 'white': 6, 'black': 6, 'auto_color': 3}","['I_28', 'I_7', 'I_6', 'I_14']","['II_16', 'II_8', 'II_18', 'II_27']","['III_1', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_15', 'I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_22', 'II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_12', 'III_11', 'III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['II_7', 'III_3']",0,"{'red': 2, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 2, 'green': 0, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 1, 'green': 2, 'white': 3, 'black': 5, 'auto_color': 2}","['I_28', 'I_7', 'I_6', 'I_14']","['II_16', 'II_8', 'II_18', 'II_27']","['III_12', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_15', 'I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_22', 'II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_11', 'III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['II_7', 'III_3', 'III_1']",0,"{'red': 2, 'blue': 0, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 3, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 1}","['I_28', 'I_7', 'I_6', 'I_14']","['II_16', 'II_8', 'II_18', 'II_27']","['III_11', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_15', 'I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_22', 'II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['II_7', 'III_3', 'III_1']",0,"{'red': 3, 'blue': 0, 'green': 2, 'white': 3, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 3, 'green': 1, 'white': 3, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],['III_12']
"{'red': 2, 'blue': 0, 'green': 1, 'white': 1, 'black': 3, 'auto_color': 1}","['I_28', 'I_7', 'I_6', 'I_15']","['II_16', 'II_8', 'II_18', 'II_22']","['III_11', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_33', 'I_19', 'I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_3', 'II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['II_7', 'III_3', 'III_1']",0,"{'red': 2, 'blue': 1, 'green': 3, 'white': 3, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 1, 'white': 3, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],['I_14'],2,"{'red': 1, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",['II_27'],[],['III_12']
"{'red': 2, 'blue': 4, 'green': 2, 'white': 1, 'black': 4, 'auto_color': 1}","['I_28', 'I_7', 'I_19', 'I_33']","['II_3', 'II_8', 'II_18', 'II_22']","['III_11', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_25', 'I_12', 'I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",2,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_16'],[],"['II_7', 'III_3', 'III_1']",0,"{'red': 1, 'blue': 0, 'green': 3, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",['I_6'],[],[],0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 3, 'black': 3, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['I_14', 'I_15']",2,"{'red': 2, 'blue': 2, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",['II_27'],[],['III_12']
"{'red': 0, 'blue': 3, 'green': 3, 'white': 1, 'black': 4, 'auto_color': 0}","['I_12', 'I_7', 'I_25', 'I_33']","['II_3', 'II_8', 'II_18', 'II_22']","['III_11', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_8', 'I_37', 'I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_10', 'III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",2,"{'red': 3, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_16'],[],"['II_7', 'III_3', 'III_1']",1,"{'red': 1, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","['I_6', 'I_28']",[],[],0,"{'red': 0, 'blue': 0, 'green': 1, 'white': 3, 'black': 3, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"['I_14', 'I_15', 'I_19']",2,"{'red': 3, 'blue': 3, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",['II_27'],[],['III_12']
"{'red': 0, 'blue': 2, 'green': 5, 'white': 2, 'black': 5, 'auto_color': 1}","['I_37', 'I_7', 'I_25', 'I_8']","['II_3', 'II_8', 'II_18', 'II_22']","['III_10', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_31', 'I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_9', 'III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",2,"{'red': 4, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_16'],[],"['II_7', 'III_3', 'III_1']",1,"{'red': 1, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","['I_6', 'I_28']",[],['III_11'],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",['I_12'],[],"['I_14', 'I_15', 'I_19']",2,"{'red': 2, 'blue': 3, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2}","['II_27', 'I_33']",[],['III_12']
"{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 4, 'auto_color': 0}","['I_37', 'I_7', 'I_25', 'I_31']","['II_3', 'II_8', 'II_18', 'II_22']","['III_9', 'III_2', 'III_19', 'III_8']","['Noble_2', 'Noble_9', 'Noble_4', 'Noble_5', 'Noble_3']","['I_18', 'I_2', 'I_4', 'I_20', 'I_22', 'I_29', 'I_5', 'I_32', 'I_13', 'I_11', 'I_30', 'I_16', 'I_36', 'I_1', 'I_3', 'I_27', 'I_24', 'I_40', 'I_38', 'I_35', 'I_17', 'I_26', 'I_9', 'I_39', 'I_34', 'I_21', 'I_10', 'I_23']","['II_29', 'II_1', 'II_4', 'II_19', 'II_10', 'II_14', 'II_13', 'II_12', 'II_6', 'II_2', 'II_25', 'II_26', 'II_23', 'II_28', 'II_9', 'II_21', 'II_17', 'II_5', 'II_15', 'II_24', 'II_11', 'II_30', 'II_20']","['III_20', 'III_17', 'III_5', 'III_16', 'III_14', 'III_6', 'III_7', 'III_18', 'III_13', 'III_15', 'III_4']","['Noble_10', 'Noble_1', 'Noble_6', 'Noble_7', 'Noble_8']",2,"{'red': 4, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_16'],[],"['II_7', 'III_3', 'III_1']",1,"{'red': 1, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","['I_6', 'I_28']",[],"['III_11', 'III_10']",0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 2, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",['I_12'],[],"['I_14', 'I_15', 'I_19']",2,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 2}","['II_27', 'I_33', 'I_8']",[],['III_12']
