Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 1 Score,Hoang 1 Stocks,Hoang 1 Stocks Const,Hoang 1 Open,Hoang 1 Noble,Hoang 1 Upsite Down,Trang 3 Score,Trang 3 Stocks,Trang 3 Stocks Const,Trang 3 Open,Trang 3 Noble,Trang 3 Upsite Down,Thao12345 4 Score,Thao12345 4 Stocks,Thao12345 4 Stocks Const,Thao12345 4 Open,Thao12345 4 Noble,Thao12345 4 Upsite Down,Hieu 2 Score,Hieu 2 Stocks,Hieu 2 Stocks Const,Hieu 2 Open,Hieu 2 Noble,Hieu 2 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[10, 33, 15, 2]","[68, 61, 54, 45]","[77, 87, 72, 74]","[97, 91, 100, 95, 99]","[34, 39, 25, 16, 24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[52, 69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[75, 82, 73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 6, 'green': 6, 'white': 5, 'black': 7, 'auto_color': 4}","[10, 33, 15, 2]","[68, 61, 54, 45]","[77, 75, 72, 74]","[97, 91, 100, 95, 99]","[34, 39, 25, 16, 24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[52, 69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[82, 73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[87],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 3, 'blue': 2, 'green': 4, 'white': 5, 'black': 6, 'auto_color': 3}","[10, 33, 15, 2]","[68, 61, 54, 45]","[77, 82, 72, 74]","[97, 91, 100, 95, 99]","[34, 39, 25, 16, 24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[52, 69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[87, 75]",0,"{'red': 2, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 5, 'auto_color': 3}","[10, 33, 15, 2]","[68, 61, 54, 45]","[77, 82, 72, 74]","[97, 91, 100, 95, 99]","[34, 39, 25, 16, 24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[52, 69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[87, 75]",0,"{'red': 3, 'blue': 3, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 3, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 0, 'green': 1, 'white': 1, 'black': 4, 'auto_color': 4}","[10, 34, 15, 2]","[68, 52, 54, 45]","[77, 82, 72, 74]","[97, 91, 100, 95, 99]","[39, 25, 16, 24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 3, 'blue': 3, 'green': 1, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 1, 'green': 2, 'white': 4, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[61]
"{'red': 3, 'blue': 4, 'green': 2, 'white': 3, 'black': 2, 'auto_color': 4}","[10, 34, 16, 25]","[68, 52, 54, 45]","[77, 82, 72, 74]","[97, 91, 100, 95, 99]","[24, 32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[73, 76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 2, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[2],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 4, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[39],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[15],[],[61]
"{'red': 3, 'blue': 2, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 2}","[24, 34, 16, 25]","[68, 52, 54, 45]","[77, 82, 73, 74]","[97, 91, 100, 95, 99]","[32, 7, 20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[69, 48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 2, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[2],[],[72],0,"{'red': 0, 'blue': 0, 'green': 1, 'white': 4, 'black': 3, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[39, 10]",0,"{'red': 2, 'blue': 2, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[15],[],[61]
"{'red': 2, 'blue': 2, 'green': 4, 'white': 1, 'black': 2, 'auto_color': 0}","[24, 7, 16, 25]","[68, 69, 54, 45]","[77, 82, 73, 74]","[97, 91, 100, 95, 99]","[20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[48, 53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 1, 'blue': 3, 'green': 0, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 2, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[2],[],"[72, 52]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 4, 'black': 3, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[39, 10, 32]",0,"{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","[15, 34]",[],[61]
"{'red': 1, 'blue': 0, 'green': 0, 'white': 4, 'black': 1, 'auto_color': 0}","[24, 7, 16, 25]","[68, 48, 54, 45]","[77, 82, 73, 74]","[97, 91, 100, 95, 99]","[20, 23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[53, 46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 1, 'blue': 3, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 2, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[2],[],"[72, 52, 69]",0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 3, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[39, 10, 32]",0,"{'red': 2, 'blue': 2, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","[15, 34]",[],[61]
"{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 4, 'auto_color': 2}","[24, 7, 16, 20]","[53, 48, 54, 45]","[77, 82, 73, 74]","[97, 91, 100, 95, 99]","[23, 4, 5, 8, 17, 14, 1, 3, 19, 18, 38, 6, 35, 36, 31, 30, 29, 12, 40, 27, 13, 28, 22, 9, 37, 26, 11, 21]","[46, 62, 60, 70, 55, 59, 43, 67, 66, 64, 65, 57, 63, 50, 44, 42, 58, 47, 41, 51, 49, 56]","[76, 89, 86, 81, 80, 85, 71, 88, 78, 90, 79, 84, 83]","[98, 92, 93, 96, 94]",1,"{'red': 1, 'blue': 2, 'green': 2, 'white': 3, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[87, 75]",0,"{'red': 2, 'blue': 2, 'green': 1, 'white': 1, 'black': 1, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[2],[],"[72, 52, 69]",1,"{'red': 1, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[68],[],"[39, 10, 32]",0,"{'red': 2, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[15, 34, 25]",[],[61]
