Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 4 Score,Hoang 4 Stocks,Hoang 4 Stocks Const,Hoang 4 Open,Hoang 4 Noble,Hoang 4 Upsite Down,Trang 1 Score,Trang 1 Stocks,Trang 1 Stocks Const,Trang 1 Open,Trang 1 Noble,Trang 1 Upsite Down,Thao12345 2 Score,Thao12345 2 Stocks,Thao12345 2 Stocks Const,Thao12345 2 Open,Thao12345 2 Noble,Thao12345 2 Upsite Down,Hieu 3 Score,Hieu 3 Stocks,Hieu 3 Stocks Const,Hieu 3 Open,Hieu 3 Noble,Hieu 3 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[8, 32, 14, 38]","[49, 65, 56, 41]","[79, 72, 80, 77]","[94, 98, 100, 93, 92]","[33, 16, 28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[68, 43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[75, 71, 74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 4, 'green': 6, 'white': 7, 'black': 7, 'auto_color': 4}","[8, 32, 14, 38]","[49, 65, 56, 41]","[75, 72, 80, 77]","[94, 98, 100, 93, 92]","[33, 16, 28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[68, 43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[71, 74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[79],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 3, 'green': 5, 'white': 5, 'black': 7, 'auto_color': 3}","[8, 32, 14, 38]","[49, 65, 56, 41]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[33, 16, 28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[68, 43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 75]",0,"{'red': 4, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 2, 'green': 2, 'white': 3, 'black': 5, 'auto_color': 3}","[8, 32, 14, 38]","[49, 65, 56, 41]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[33, 16, 28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[68, 43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 75]",0,"{'red': 4, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 2}","[8, 32, 14, 38]","[49, 65, 56, 68]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[33, 16, 28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 3, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 75]",0,"{'red': 4, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 4, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[41]
"{'red': 2, 'blue': 1, 'green': 3, 'white': 4, 'black': 3, 'auto_color': 3}","[8, 32, 14, 16]","[49, 65, 56, 68]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[43, 44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",1,"{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[79, 75]",0,"{'red': 4, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 4, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[38],2,"{'red': 1, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[41],[],[]
"{'red': 2, 'blue': 0, 'green': 1, 'white': 3, 'black': 5, 'auto_color': 4}","[8, 32, 14, 16]","[43, 65, 56, 68]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[28, 34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",1,"{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 2, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[79, 75]",0,"{'red': 3, 'blue': 2, 'green': 4, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],2,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[49],[],[38],2,"{'red': 2, 'blue': 2, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[41],[],[]
"{'red': 1, 'blue': 0, 'green': 2, 'white': 2, 'black': 3, 'auto_color': 4}","[8, 32, 14, 28]","[43, 65, 56, 68]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[34, 13, 19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[44, 50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",1,"{'red': 0, 'blue': 1, 'green': 3, 'white': 1, 'black': 2, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[33],[],"[79, 75]",1,"{'red': 3, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],[],2,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[49],[],[38],2,"{'red': 3, 'blue': 2, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[41],[],[]
"{'red': 3, 'blue': 1, 'green': 6, 'white': 2, 'black': 4, 'auto_color': 5}","[8, 32, 14, 13]","[43, 65, 44, 68]","[71, 72, 80, 77]","[94, 98, 100, 93, 92]","[19, 24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[74, 83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",2,"{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","[33, 56]",[],"[79, 75]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[16, 28]",[],[],2,"{'red': 1, 'blue': 2, 'green': 0, 'white': 3, 'black': 3, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[49],[],[38],2,"{'red': 3, 'blue': 1, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}","[41, 34]",[],[]
"{'red': 2, 'blue': 0, 'green': 3, 'white': 2, 'black': 4, 'auto_color': 3}","[8, 32, 14, 19]","[43, 65, 44, 68]","[74, 72, 80, 77]","[94, 98, 100, 93, 92]","[24, 15, 21, 10, 5, 25, 30, 22, 17, 26, 6, 29, 40, 39, 12, 2, 4, 27, 23, 3, 36, 37, 20, 31, 11, 9, 1, 7, 35, 18]","[50, 42, 53, 46, 54, 67, 66, 48, 51, 57, 58, 69, 47, 60, 55, 70, 62, 63, 59, 45, 61, 52, 64]","[83, 82, 81, 76, 85, 89, 90, 84, 78, 88, 73, 86, 87]","[96, 99, 91, 97, 95]",2,"{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}","[33, 56]",[],"[79, 75]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[16, 28]",[],[71],2,"{'red': 1, 'blue': 2, 'green': 0, 'white': 3, 'black': 3, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[49],[],"[38, 13]",2,"{'red': 4, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}","[41, 34]",[],[]
