Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 2 Score,Hoang 2 Stocks,Hoang 2 Stocks Const,Hoang 2 Open,Hoang 2 Noble,Hoang 2 Upsite Down,Trang 3 Score,Trang 3 Stocks,Trang 3 Stocks Const,Trang 3 Open,Trang 3 Noble,Trang 3 Upsite Down,Thao12345 4 Score,Thao12345 4 Stocks,Thao12345 4 Stocks Const,Thao12345 4 Open,Thao12345 4 Noble,Thao12345 4 Upsite Down,Hieu 1 Score,Hieu 1 Stocks,Hieu 1 Stocks Const,Hieu 1 Open,Hieu 1 Noble,Hieu 1 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[28, 39, 16, 11]","[50, 55, 53, 56]","[79, 86, 77, 72]","[97, 95, 98, 93, 94]","[6, 18, 24, 27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[83, 87, 88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 6, 'green': 4, 'white': 7, 'black': 7, 'auto_color': 4}","[28, 39, 16, 11]","[50, 55, 53, 56]","[83, 86, 77, 72]","[97, 95, 98, 93, 94]","[6, 18, 24, 27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[87, 88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[79],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 2, 'blue': 3, 'green': 3, 'white': 6, 'black': 6, 'auto_color': 3}","[28, 39, 16, 11]","[50, 55, 53, 56]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[6, 18, 24, 27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 83]",0,"{'red': 2, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 1, 'green': 2, 'white': 2, 'black': 5, 'auto_color': 3}","[28, 39, 16, 11]","[50, 55, 53, 56]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[6, 18, 24, 27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 83]",0,"{'red': 2, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 3, 'blue': 1, 'green': 2, 'white': 3, 'black': 3, 'auto_color': 3}","[18, 39, 16, 11]","[50, 55, 53, 56]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[24, 27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 83]",0,"{'red': 3, 'blue': 3, 'green': 1, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[6],[],[],0,"{'red': 0, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[28],[],[]
"{'red': 2, 'blue': 0, 'green': 2, 'white': 3, 'black': 3, 'auto_color': 3}","[18, 39, 24, 11]","[50, 55, 53, 56]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 83]",0,"{'red': 2, 'blue': 4, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 0, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[6],[],[],1,"{'red': 0, 'blue': 3, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[28, 16]",[],[]
"{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 3}","[18, 39, 24, 11]","[50, 55, 53, 56]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[27, 1, 13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[41, 62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",0,"{'red': 1, 'blue': 0, 'green': 2, 'white': 3, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[79, 83]",0,"{'red': 0, 'blue': 3, 'green': 3, 'white': 3, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 4, 'blue': 1, 'green': 1, 'white': 0, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[6],[],[],1,"{'red': 1, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[28, 16]",[],[]
"{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 4, 'auto_color': 3}","[18, 27, 24, 1]","[50, 55, 53, 41]","[87, 86, 77, 72]","[97, 95, 98, 93, 94]","[13, 7, 23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[88, 75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",1,"{'red': 0, 'blue': 0, 'green': 1, 'white': 3, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[56],[],"[79, 83]",0,"{'red': 0, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[39],[],[],0,"{'red': 4, 'blue': 1, 'green': 1, 'white': 0, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[6],[],[11],1,"{'red': 1, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[28, 16]",[],[]
"{'red': 2, 'blue': 1, 'green': 2, 'white': 3, 'black': 5, 'auto_color': 3}","[7, 27, 24, 13]","[50, 55, 53, 41]","[88, 86, 77, 72]","[97, 95, 98, 93, 94]","[23, 4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[75, 76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",1,"{'red': 0, 'blue': 0, 'green': 3, 'white': 3, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[56],[],"[79, 83]",0,"{'red': 0, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[39],[],[87],0,"{'red': 4, 'blue': 1, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 1}","[6, 18]",[],[11],1,"{'red': 1, 'blue': 3, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","[28, 16, 1]",[],[]
"{'red': 4, 'blue': 0, 'green': 2, 'white': 3, 'black': 3, 'auto_color': 2}","[23, 27, 24, 13]","[50, 55, 53, 41]","[75, 86, 77, 72]","[97, 95, 98, 93, 94]","[4, 35, 26, 34, 30, 20, 40, 2, 12, 29, 9, 37, 31, 10, 5, 25, 19, 21, 8, 22, 33, 15, 17, 14, 32, 3, 36, 38]","[62, 44, 52, 60, 51, 57, 66, 68, 54, 63, 49, 70, 67, 46, 69, 61, 65, 59, 47, 64, 43, 58, 45, 48, 42]","[76, 90, 82, 74, 73, 80, 84, 71, 78, 81, 85, 89]","[96, 92, 99, 100, 91]",1,"{'red': 0, 'blue': 0, 'green': 3, 'white': 3, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[56],[],"[79, 83]",0,"{'red': 0, 'blue': 2, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 2}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[39],[],"[87, 88]",0,"{'red': 1, 'blue': 1, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 2}","[6, 18, 7]",[],[11],1,"{'red': 2, 'blue': 4, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","[28, 16, 1]",[],[]
