Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 3 Score,Hoang 3 Stocks,Hoang 3 Stocks Const,Hoang 3 Open,Hoang 3 Noble,Hoang 3 Upsite Down,Trang 1 Score,Trang 1 Stocks,Trang 1 Stocks Const,Trang 1 Open,Trang 1 Noble,Trang 1 Upsite Down,Thao12345 2 Score,Thao12345 2 Stocks,Thao12345 2 Stocks Const,Thao12345 2 Open,Thao12345 2 Noble,Thao12345 2 Upsite Down,Hieu 4 Score,Hieu 4 Stocks,Hieu 4 Stocks Const,Hieu 4 Open,Hieu 4 Noble,Hieu 4 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[19, 11, 13, 18]","[70, 61, 52, 66]","[88, 77, 71, 86]","[91, 93, 95, 97, 96]","[23, 12, 35, 20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[76, 85, 78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 6, 'green': 6, 'white': 7, 'black': 5, 'auto_color': 4}","[19, 11, 13, 18]","[70, 61, 52, 66]","[76, 77, 71, 86]","[91, 93, 95, 97, 96]","[23, 12, 35, 20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[85, 78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[88],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 5, 'green': 5, 'white': 7, 'black': 3, 'auto_color': 3}","[19, 11, 13, 18]","[70, 61, 52, 66]","[85, 77, 71, 86]","[91, 93, 95, 97, 96]","[23, 12, 35, 20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",0,"{'red': 4, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 4, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 2, 'green': 3, 'white': 4, 'black': 2, 'auto_color': 3}","[19, 11, 13, 18]","[70, 61, 52, 66]","[85, 77, 71, 86]","[91, 93, 95, 97, 96]","[23, 12, 35, 20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",0,"{'red': 4, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 5, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 3}","[23, 11, 13, 18]","[70, 61, 52, 66]","[85, 77, 71, 86]","[91, 93, 95, 97, 96]","[12, 35, 20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 3, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",0,"{'red': 4, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 6, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[19],[],[]
"{'red': 1, 'blue': 2, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 2}","[23, 11, 13, 35]","[70, 61, 52, 66]","[85, 77, 71, 86]","[91, 93, 95, 97, 96]","[20, 26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[69, 56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 4, 'black': 1, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",0,"{'red': 3, 'blue': 4, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 1, 'white': 2, 'black': 6, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[18],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 0}","[19, 12]",[],[]
"{'red': 1, 'blue': 3, 'green': 5, 'white': 2, 'black': 0, 'auto_color': 1}","[20, 11, 13, 35]","[69, 61, 52, 66]","[85, 77, 71, 86]","[91, 93, 95, 97, 96]","[26, 37, 16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[78, 74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 3, 'blue': 1, 'green': 1, 'white': 2, 'black': 1, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[70],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 6, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[18, 23]",0,"{'red': 3, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 0}","[19, 12]",[],[]
"{'red': 3, 'blue': 4, 'green': 4, 'white': 2, 'black': 0, 'auto_color': 0}","[26, 11, 13, 37]","[69, 61, 52, 66]","[85, 77, 78, 86]","[91, 93, 95, 97, 96]","[16, 31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[56, 44, 42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",0,"{'red': 1, 'blue': 1, 'green': 3, 'white': 2, 'black': 1, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[88, 76]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[70],[],[71],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 6, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[18, 23, 20]",0,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 1, 'black': 0}","[19, 12, 35]",[],[]
"{'red': 3, 'blue': 3, 'green': 6, 'white': 2, 'black': 5, 'auto_color': 1}","[16, 11, 13, 37]","[44, 61, 52, 66]","[85, 77, 78, 86]","[91, 93, 95, 97, 96]","[31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[42, 59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",1,"{'red': 1, 'blue': 1, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[56],[],"[88, 76]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[70],[],"[71, 69]",1,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[18, 23, 20]",0,"{'red': 4, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 1, 'black': 0}","[19, 12, 35]",[],[]
"{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 5, 'auto_color': 0}","[16, 11, 13, 37]","[44, 42, 52, 66]","[85, 77, 78, 86]","[91, 93, 95, 97, 96]","[31, 27, 2, 10, 30, 8, 39, 7, 25, 33, 32, 36, 38, 6, 1, 14, 9, 3, 22, 40, 17, 34, 24, 21, 28, 29, 5, 15, 4]","[59, 50, 43, 51, 53, 55, 68, 57, 63, 62, 48, 54, 46, 65, 60, 41, 45, 58, 47, 49, 67, 64]","[74, 82, 87, 81, 75, 72, 84, 73, 80, 79, 90, 89, 83]","[92, 99, 94, 100, 98]",1,"{'red': 1, 'blue': 1, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[56],[],"[88, 76]",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[70],[],"[71, 69, 61]",1,"{'red': 0, 'blue': 1, 'green': 1, 'white': 3, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[18, 23, 20]",0,"{'red': 5, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 0, 'white': 1, 'black': 0}","[19, 12, 35]",[],[]
