Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 3 Score,Hoang 3 Stocks,Hoang 3 Stocks Const,Hoang 3 Open,Hoang 3 Noble,Hoang 3 Upsite Down,Trang 1 Score,Trang 1 Stocks,Trang 1 Stocks Const,Trang 1 Open,Trang 1 Noble,Trang 1 Upsite Down,Thao12345 2 Score,Thao12345 2 Stocks,Thao12345 2 Stocks Const,Thao12345 2 Open,Thao12345 2 Noble,Thao12345 2 Upsite Down,Hieu 4 Score,Hieu 4 Stocks,Hieu 4 Stocks Const,Hieu 4 Open,Hieu 4 Noble,Hieu 4 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[16, 4, 37, 14]","[68, 41, 60, 67]","[85, 89, 90, 84]","[99, 100, 92, 93, 94]","[27, 1, 18, 9, 32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[47, 59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[78, 72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 4, 'green': 6, 'white': 7, 'black': 7, 'auto_color': 4}","[16, 4, 37, 14]","[68, 41, 60, 67]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[27, 1, 18, 9, 32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[47, 59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 1, 'green': 3, 'white': 7, 'black': 7, 'auto_color': 4}","[16, 4, 37, 14]","[68, 41, 60, 67]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[27, 1, 18, 9, 32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[47, 59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 4, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 4, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 7, 'auto_color': 4}","[16, 4, 37, 14]","[68, 41, 60, 67]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[27, 1, 18, 9, 32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[47, 59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 4, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 4, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 3, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 3, 'blue': 2, 'green': 1, 'white': 2, 'black': 4, 'auto_color': 4}","[16, 4, 1, 14]","[68, 41, 60, 67]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[18, 9, 32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[47, 59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],[],0,"{'red': 2, 'blue': 4, 'green': 1, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 1, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[27],[],[]
"{'red': 2, 'blue': 2, 'green': 4, 'white': 2, 'black': 4, 'auto_color': 2}","[9, 18, 1, 14]","[68, 41, 60, 47]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[32, 36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 2, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],[67],0,"{'red': 1, 'blue': 4, 'green': 1, 'white': 2, 'black': 1, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[4],1,"{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[27, 16]",[],[]
"{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 5, 'auto_color': 3}","[32, 18, 1, 14]","[68, 41, 60, 47]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[36, 10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 1, 'blue': 0, 'green': 4, 'white': 2, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 3, 'blue': 1, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],[67],0,"{'red': 1, 'blue': 2, 'green': 1, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[9],[],[4],1,"{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[27, 16]",[],[]
"{'red': 0, 'blue': 0, 'green': 3, 'white': 1, 'black': 2, 'auto_color': 3}","[32, 18, 36, 14]","[68, 41, 60, 47]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[10, 21, 26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 1, 'blue': 0, 'green': 2, 'white': 2, 'black': 4, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 4, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],[67],0,"{'red': 1, 'blue': 3, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[9],[],[4],1,"{'red': 1, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","[27, 16, 1]",[],[]
"{'red': 0, 'blue': 2, 'green': 1, 'white': 0, 'black': 4, 'auto_color': 2}","[21, 18, 36, 10]","[68, 41, 60, 47]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[26, 24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 1, 'blue': 0, 'green': 4, 'white': 2, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 4, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],"[67, 14]",0,"{'red': 1, 'blue': 0, 'green': 1, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[9, 32]",[],[4],1,"{'red': 1, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","[27, 16, 1]",[],[]
"{'red': 0, 'blue': 0, 'green': 3, 'white': 0, 'black': 2, 'auto_color': 1}","[21, 18, 36, 26]","[68, 41, 60, 47]","[85, 89, 90, 78]","[99, 100, 92, 93, 94]","[24, 13, 5, 40, 34, 19, 28, 11, 6, 31, 8, 7, 20, 12, 3, 30, 17, 2, 22, 35, 15, 39, 38, 23, 33, 25, 29]","[59, 61, 53, 43, 70, 57, 69, 51, 64, 44, 65, 66, 52, 46, 49, 54, 58, 42, 50, 55, 45, 63, 56, 62, 48]","[72, 75, 88, 77, 74, 71, 82, 83, 79, 81, 76, 73, 80, 87, 86]","[98, 97, 96, 91, 95]",0,"{'red': 1, 'blue': 1, 'green': 2, 'white': 2, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[84],0,"{'red': 3, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 3}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[37],[],"[67, 14, 10]",0,"{'red': 2, 'blue': 1, 'green': 1, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 0}","[9, 32]",[],[4],1,"{'red': 1, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","[27, 16, 1]",[],[]
