Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 4 Score,Hoang 4 Stocks,Hoang 4 Stocks Const,Hoang 4 Open,Hoang 4 Noble,Hoang 4 Upsite Down,Trang 1 Score,Trang 1 Stocks,Trang 1 Stocks Const,Trang 1 Open,Trang 1 Noble,Trang 1 Upsite Down,Thao12345 3 Score,Thao12345 3 Stocks,Thao12345 3 Stocks Const,Thao12345 3 Open,Thao12345 3 Noble,Thao12345 3 Upsite Down,Hieu 2 Score,Hieu 2 Stocks,Hieu 2 Stocks Const,Hieu 2 Open,Hieu 2 Noble,Hieu 2 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[23, 18, 16, 22]","[54, 52, 60, 65]","[80, 89, 71, 88]","[93, 99, 91, 96, 94]","[7, 32, 20, 25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[87, 75, 72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 6, 'green': 6, 'white': 7, 'black': 5, 'auto_color': 4}","[23, 18, 16, 22]","[54, 52, 60, 65]","[87, 89, 71, 88]","[93, 99, 91, 96, 94]","[7, 32, 20, 25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[75, 72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[80],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 5, 'green': 5, 'white': 6, 'black': 4, 'auto_color': 3}","[23, 18, 16, 22]","[54, 52, 60, 65]","[75, 89, 71, 88]","[93, 99, 91, 96, 94]","[7, 32, 20, 25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[80, 87]",0,"{'red': 4, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 2, 'green': 4, 'white': 3, 'black': 2, 'auto_color': 3}","[23, 18, 16, 22]","[54, 52, 60, 65]","[75, 89, 71, 88]","[93, 99, 91, 96, 94]","[7, 32, 20, 25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[80, 87]",0,"{'red': 4, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 0, 'white': 3, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 3, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 2, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 3}","[7, 18, 16, 22]","[54, 52, 60, 65]","[75, 89, 71, 88]","[93, 99, 91, 96, 94]","[32, 20, 25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[80, 87]",0,"{'red': 4, 'blue': 3, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 4, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 3, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[23],[],[]
"{'red': 3, 'blue': 0, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 4}","[7, 18, 20, 32]","[54, 52, 60, 65]","[75, 89, 71, 88]","[93, 99, 91, 96, 94]","[25, 38, 37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",1,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],"[80, 87]",0,"{'red': 3, 'blue': 3, 'green': 2, 'white': 2, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 4, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[22],0,"{'red': 1, 'blue': 3, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[23],[],[]
"{'red': 1, 'blue': 2, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 3}","[7, 38, 20, 25]","[54, 52, 60, 65]","[75, 89, 71, 88]","[93, 99, 91, 96, 94]","[37, 26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[42, 59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[72, 78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",1,"{'red': 2, 'blue': 1, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],"[80, 87]",0,"{'red': 3, 'blue': 0, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[32],[],[],0,"{'red': 0, 'blue': 0, 'green': 1, 'white': 4, 'black': 3, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[22, 18]",0,"{'red': 2, 'blue': 4, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[23],[],[]
"{'red': 1, 'blue': 1, 'green': 3, 'white': 1, 'black': 1, 'auto_color': 0}","[7, 37, 20, 25]","[54, 52, 60, 42]","[72, 89, 71, 88]","[93, 99, 91, 96, 94]","[26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[78, 84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",1,"{'red': 3, 'blue': 2, 'green': 0, 'white': 0, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],"[80, 87]",0,"{'red': 3, 'blue': 0, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[32],[],[75],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 4, 'black': 3, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[22, 18, 38]",0,"{'red': 1, 'blue': 4, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 0}",[23],[],[65]
"{'red': 1, 'blue': 2, 'green': 2, 'white': 4, 'black': 0, 'auto_color': 1}","[7, 37, 20, 25]","[54, 52, 60, 42]","[78, 89, 71, 88]","[93, 99, 91, 96, 94]","[26, 9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[84, 83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",1,"{'red': 3, 'blue': 4, 'green': 0, 'white': 0, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],"[80, 87]",0,"{'red': 3, 'blue': 0, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[32],[],"[75, 72]",0,"{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 4, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[22, 18, 38]",3,"{'red': 1, 'blue': 0, 'green': 3, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0}","[23, 65]",[],[]
"{'red': 0, 'blue': 3, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 3}","[26, 37, 20, 25]","[54, 52, 60, 42]","[78, 89, 84, 88]","[93, 99, 91, 96, 94]","[9, 5, 12, 27, 6, 15, 24, 39, 4, 29, 30, 31, 19, 13, 8, 21, 36, 10, 1, 28, 14, 3, 33, 2, 34, 40, 17, 35, 11]","[59, 49, 67, 64, 50, 44, 43, 69, 58, 53, 66, 56, 55, 51, 62, 46, 57, 45, 61, 47, 63, 68, 41, 48, 70]","[83, 79, 82, 86, 74, 76, 90, 73, 81, 85, 77]","[92, 97, 98, 95, 100]",1,"{'red': 3, 'blue': 2, 'green': 0, 'white': 2, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],"[80, 87]",0,"{'red': 3, 'blue': 0, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[32],[],"[75, 72, 71]",0,"{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[7],[],"[22, 18, 38]",3,"{'red': 2, 'blue': 1, 'green': 4, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0}","[23, 65]",[],[]
