Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang 4 Score,Hoang 4 Stocks,Hoang 4 Stocks Const,Hoang 4 Open,Hoang 4 Noble,Hoang 4 Upsite Down,Trang 3 Score,Trang 3 Stocks,Trang 3 Stocks Const,Trang 3 Open,Trang 3 Noble,Trang 3 Upsite Down,Thao12345 1 Score,Thao12345 1 Stocks,Thao12345 1 Stocks Const,Thao12345 1 Open,Thao12345 1 Noble,Thao12345 1 Upsite Down,Hieu 2 Score,Hieu 2 Stocks,Hieu 2 Stocks Const,Hieu 2 Open,Hieu 2 Noble,Hieu 2 Upsite Down
"{'red': 7, 'blue': 7, 'green': 7, 'white': 7, 'black': 7, 'auto_color': 5}","[38, 22, 1, 40]","[48, 45, 55, 49]","[83, 78, 81, 85]","[99, 96, 95, 97, 91]","[16, 26, 30, 5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[61, 44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[77, 73, 84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 4, 'blue': 6, 'green': 4, 'white': 7, 'black': 7, 'auto_color': 4}","[38, 22, 1, 40]","[48, 45, 55, 49]","[77, 78, 81, 85]","[99, 96, 95, 97, 91]","[16, 26, 30, 5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[61, 44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[73, 84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[83],0,"{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 3, 'blue': 3, 'green': 3, 'white': 7, 'black': 5, 'auto_color': 3}","[38, 22, 1, 40]","[61, 45, 55, 49]","[77, 78, 81, 85]","[99, 96, 95, 97, 91]","[16, 26, 30, 5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[73, 84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[83, 48]",0,"{'red': 2, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 2, 'blue': 2, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 1, 'blue': 1, 'green': 1, 'white': 5, 'black': 3, 'auto_color': 3}","[38, 22, 1, 40]","[61, 45, 55, 49]","[77, 78, 81, 85]","[99, 96, 95, 97, 91]","[16, 26, 30, 5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[73, 84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[83, 48]",0,"{'red': 3, 'blue': 3, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 4, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[]
"{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 2}","[38, 22, 1, 40]","[61, 45, 55, 49]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[16, 26, 30, 5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",0,"{'red': 0, 'blue': 0, 'green': 0, 'white': 3, 'black': 2, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[83, 48]",0,"{'red': 3, 'blue': 4, 'green': 2, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 2, 'white': 1, 'black': 5, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 3, 'blue': 3, 'green': 3, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[85]
"{'red': 3, 'blue': 0, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 4}","[38, 22, 1, 30]","[61, 45, 55, 49]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[5, 7, 11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",1,"{'red': 0, 'blue': 0, 'green': 0, 'white': 3, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[83, 48]",0,"{'red': 0, 'blue': 4, 'green': 3, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[],0,"{'red': 1, 'blue': 0, 'green': 2, 'white': 1, 'black': 5, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],[40],1,"{'red': 3, 'blue': 3, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],[85]
"{'red': 3, 'blue': 0, 'green': 2, 'white': 1, 'black': 1, 'auto_color': 3}","[38, 7, 1, 30]","[61, 45, 55, 49]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[11, 34, 13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[44, 66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",1,"{'red': 0, 'blue': 0, 'green': 2, 'white': 3, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[83, 48]",0,"{'red': 0, 'blue': 4, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[5],[],[],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 1, 'black': 5, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[],[],"[40, 22]",1,"{'red': 4, 'blue': 3, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0}",[16],[],[85]
"{'red': 3, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 4}","[34, 7, 1, 30]","[44, 45, 55, 49]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[66, 50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",1,"{'red': 2, 'blue': 0, 'green': 2, 'white': 3, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[83, 48]",0,"{'red': 0, 'blue': 4, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 1}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[5],[],[61],0,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 5, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[38],[],"[40, 22]",1,"{'red': 2, 'blue': 3, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0}","[16, 11]",[],[85]
"{'red': 0, 'blue': 0, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 3}","[34, 7, 1, 30]","[44, 66, 55, 49]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[13, 21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[50, 58, 67, 64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",1,"{'red': 3, 'blue': 0, 'green': 2, 'white': 3, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}",[26],[],"[83, 48]",0,"{'red': 0, 'blue': 4, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 2}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[5],[],"[61, 45]",0,"{'red': 1, 'blue': 0, 'green': 3, 'white': 1, 'black': 5, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[38],[],"[40, 22]",1,"{'red': 3, 'blue': 3, 'green': 2, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 0, 'white': 2, 'black': 0}","[16, 11]",[],[85]
"{'red': 1, 'blue': 1, 'green': 3, 'white': 4, 'black': 3, 'auto_color': 1}","[13, 7, 1, 30]","[67, 66, 58, 50]","[77, 78, 81, 73]","[99, 96, 95, 97, 91]","[21, 3, 25, 9, 14, 6, 27, 31, 32, 2, 17, 29, 35, 24, 37, 20, 15, 12, 10, 28, 33, 18, 4, 39, 36, 19, 8, 23]","[64, 53, 43, 57, 59, 63, 41, 65, 56, 51, 60, 46, 70, 42, 68, 62, 54, 69, 52, 47]","[84, 87, 80, 76, 90, 86, 79, 75, 71, 74, 82, 72, 89, 88]","[100, 92, 93, 94, 98]",2,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1}","[26, 44]",[],"[83, 48]",0,"{'red': 0, 'blue': 4, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 3}","{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}",[5],[],"[61, 45, 55]",0,"{'red': 0, 'blue': 0, 'green': 3, 'white': 1, 'black': 5, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",[38],[],"[40, 22, 49]",1,"{'red': 3, 'blue': 2, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 2, 'black': 0}","[16, 11, 34]",[],[85]
